No.,Time,Source,Destination,Source Port,Destination Port,Source,Destination,Protocol,Length,Info
13060,557.422429,10.42.42.25,10.42.42.253,2399,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"2399  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13061,557.623674,10.42.42.253,10.42.42.25,36022,40193,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  2200 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
13062,557.623827,10.42.42.25,10.42.42.253,2200,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"2200  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13063,557.824865,10.42.42.253,10.42.42.25,36022,40193,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  1434 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
13064,557.824984,10.42.42.25,10.42.42.253,1434,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"1434  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13065,558.026075,10.42.42.253,10.42.42.25,36022,40193,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  3001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
13066,558.026197,10.42.42.25,10.42.42.253,3001,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"3001  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13067,558.227314,10.42.42.253,10.42.42.25,36022,40911,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  5102 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
13068,558.227471,10.42.42.25,10.42.42.253,5102,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"5102  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13069,558.428553,10.42.42.253,10.42.42.25,36022,40911,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  7201 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
13070,558.428673,10.42.42.25,10.42.42.253,7201,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"7201  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13071,558.629632,10.42.42.253,10.42.42.25,36022,41511,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  1863 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
13072,558.629856,10.42.42.25,10.42.42.253,1863,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"1863  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13073,558.830954,10.42.42.253,10.42.42.25,36022,41511,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  5405 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
13074,558.831123,10.42.42.25,10.42.42.253,5405,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"5405  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13075,559.032159,10.42.42.253,10.42.42.25,36022,42510,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  7999 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
13076,559.032317,10.42.42.25,10.42.42.253,7999,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"7999  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13077,559.233334,10.42.42.253,10.42.42.25,36022,42510,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  5510 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
13078,559.233338,10.42.42.25,10.42.42.253,5510,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"5510  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13079,559.434484,10.42.42.253,10.42.42.25,36022,42510,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  5962 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
13080,559.434488,10.42.42.25,10.42.42.253,5962,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"5962  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13081,559.635586,10.42.42.253,10.42.42.25,36022,42510,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  3269 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
13082,559.635769,10.42.42.25,10.42.42.253,3269,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"3269  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13083,559.836771,10.42.42.253,10.42.42.25,36022,42510,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  995 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
13084,559.836982,10.42.42.25,10.42.42.253,995,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"995  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13085,560.038046,10.42.42.253,10.42.42.25,36022,42510,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  161 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
13086,560.038143,10.42.42.25,10.42.42.253,161,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"161  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13087,560.239236,10.42.42.253,10.42.42.25,36022,44176,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  8899 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
13088,560.239336,10.42.42.25,10.42.42.253,8899,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"8899  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13089,560.440426,10.42.42.253,10.42.42.25,36022,44176,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  1041 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
13090,560.440558,10.42.42.25,10.42.42.253,1041,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"1041  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13091,560.641556,10.42.42.253,10.42.42.25,36022,44176,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  3071 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
13092,560.641792,10.42.42.25,10.42.42.253,3071,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"3071  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13093,560.842828,10.42.42.253,10.42.42.25,36022,44176,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  10778 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
13094,560.842981,10.42.42.25,10.42.42.253,10778,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"10778  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13095,561.044012,10.42.42.253,10.42.42.25,36022,44176,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  9618 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
13096,561.044167,10.42.42.25,10.42.42.253,9618,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"9618  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13097,561.24511,10.42.42.253,10.42.42.25,36022,44176,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  8002 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
13098,561.245329,10.42.42.25,10.42.42.253,8002,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"8002  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13099,561.446336,10.42.42.253,10.42.42.25,36022,44442,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  20 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
13100,561.446602,10.42.42.25,10.42.42.253,20,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"20  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13101,561.647652,10.42.42.253,10.42.42.25,36022,44442,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  1213 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
13102,561.647777,10.42.42.25,10.42.42.253,1213,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"1213  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13103,561.848672,10.42.42.253,10.42.42.25,36022,44443,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  2046 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
13104,561.848884,10.42.42.25,10.42.42.253,2046,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"2046  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13105,562.049874,10.42.42.253,10.42.42.25,36022,44443,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  28201 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
13106,562.050083,10.42.42.25,10.42.42.253,28201,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"28201  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13107,562.251032,10.42.42.253,10.42.42.25,36022,44443,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  21571 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
13108,562.251259,10.42.42.25,10.42.42.253,21571,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"21571  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13109,562.452244,10.42.42.253,10.42.42.25,36022,44443,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  19315 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
13110,562.452454,10.42.42.25,10.42.42.253,19315,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"19315  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13111,562.653458,10.42.42.253,10.42.42.25,36022,44443,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  2009 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
13112,562.653681,10.42.42.25,10.42.42.253,2009,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"2009  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13113,562.854819,10.42.42.253,10.42.42.25,36022,44443,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  44176 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
13114,562.854963,10.42.42.25,10.42.42.253,44176,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"44176  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13115,563.055909,10.42.42.253,10.42.42.25,36022,44501,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  2394 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
13116,563.056117,10.42.42.25,10.42.42.253,2394,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"2394  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13117,563.25875,10.42.42.253,10.42.42.25,36022,44501,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  56737 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
13118,563.258985,10.42.42.25,10.42.42.253,56737,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"56737  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13119,563.459962,10.42.42.253,10.42.42.25,36022,45100,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  9 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
13120,563.460176,10.42.42.25,10.42.42.253,9,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"9  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13121,563.66122,10.42.42.253,10.42.42.25,36022,45100,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  4001 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
13122,563.661429,10.42.42.25,10.42.42.253,4001,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"4001  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13123,563.862384,10.42.42.253,10.42.42.25,36022,45100,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  70 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
13124,563.862667,10.42.42.25,10.42.42.253,70,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"70  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13125,564.063561,10.42.42.253,10.42.42.25,36022,45100,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  4445 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
13126,564.063804,10.42.42.25,10.42.42.253,4445,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"4445  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13127,564.264716,10.42.42.253,10.42.42.25,36022,45100,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  2967 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
13128,564.26485,10.42.42.25,10.42.42.253,2967,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"2967  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13129,564.465785,10.42.42.253,10.42.42.25,36022,45100,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  683 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
13130,564.466005,10.42.42.25,10.42.42.253,683,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"683  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13131,564.667054,10.42.42.253,10.42.42.25,36022,48080,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  2638 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
13132,564.667264,10.42.42.25,10.42.42.253,2638,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"2638  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13133,564.868245,10.42.42.253,10.42.42.25,36022,48080,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  5050 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
13134,564.868456,10.42.42.25,10.42.42.253,5050,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"5050  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13135,565.069421,10.42.42.253,10.42.42.25,36022,48080,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  1097 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
13136,565.069633,10.42.42.25,10.42.42.253,1097,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"1097  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13137,565.270674,10.42.42.253,10.42.42.25,36022,48080,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  9003 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
13138,565.27089,10.42.42.25,10.42.42.253,9003,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"9003  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13139,565.471849,10.42.42.253,10.42.42.25,36022,49152,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  8194 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
13140,565.472074,10.42.42.25,10.42.42.253,8194,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"8194  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13141,565.673042,10.42.42.253,10.42.42.25,36022,49152,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  32769 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
13142,565.67327,10.42.42.25,10.42.42.253,32769,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"32769  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13143,565.874221,10.42.42.253,10.42.42.25,36022,49152,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  5915 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
13144,565.874444,10.42.42.25,10.42.42.253,5915,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"5915  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13145,566.075428,10.42.42.253,10.42.42.25,36022,49152,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  6346 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
13146,566.075639,10.42.42.25,10.42.42.253,6346,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"6346  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13147,566.276623,10.42.42.253,10.42.42.25,36022,49152,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  3007 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
13148,566.276841,10.42.42.25,10.42.42.253,3007,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"3007  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13149,566.477819,10.42.42.253,10.42.42.25,36022,49152,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  17877 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
13150,566.478015,10.42.42.25,10.42.42.253,17877,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"17877  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13151,566.679024,10.42.42.253,10.42.42.25,36022,49153,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  3050 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
13152,566.67923,10.42.42.25,10.42.42.253,3050,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"3050  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13153,566.880218,10.42.42.253,10.42.42.25,36022,49153,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  19 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
13154,566.880426,10.42.42.25,10.42.42.253,19,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"19  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13155,567.081349,10.42.42.253,10.42.42.25,36022,49153,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  1782 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
13156,567.081562,10.42.42.25,10.42.42.253,1782,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"1782  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13157,567.282733,10.42.42.253,10.42.42.25,36022,49153,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  32782 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
13158,567.28291,10.42.42.25,10.42.42.253,32782,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"32782  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13159,567.483848,10.42.42.253,10.42.42.25,36022,49153,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  1164 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
13160,567.484149,10.42.42.25,10.42.42.253,1164,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"1164  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13161,567.685131,10.42.42.253,10.42.42.25,36022,49153,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  2251 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
13162,567.685273,10.42.42.25,10.42.42.253,2251,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"2251  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13163,567.886187,10.42.42.253,10.42.42.25,36022,49154,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  3546 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
13164,567.886418,10.42.42.25,10.42.42.253,3546,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"3546  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13165,568.087523,10.42.42.253,10.42.42.25,36022,49154,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  1247 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
13166,568.087606,10.42.42.25,10.42.42.253,1247,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"1247  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13167,568.288698,10.42.42.253,10.42.42.25,36022,49154,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  593 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
13168,568.288821,10.42.42.25,10.42.42.253,593,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"593  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13169,568.489851,10.42.42.253,10.42.42.25,36022,49154,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  82 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
13170,568.489995,10.42.42.25,10.42.42.253,82,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"82  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13171,568.691187,10.42.42.253,10.42.42.25,36022,49155,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  2179 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
13172,568.691278,10.42.42.25,10.42.42.253,2179,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"2179  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13173,568.892342,10.42.42.253,10.42.42.25,36022,49155,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  32774 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
13174,568.892347,10.42.42.25,10.42.42.253,32774,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"32774  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13175,569.093452,10.42.42.253,10.42.42.25,36022,49155,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  5431 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
13176,569.093457,10.42.42.25,10.42.42.253,5431,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"5431  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13177,569.294514,10.42.42.253,10.42.42.25,36022,49155,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  2103 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
13178,569.294655,10.42.42.25,10.42.42.253,2103,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"2103  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13179,569.495705,10.42.42.253,10.42.42.25,36022,49155,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  49157 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
13180,569.49584,10.42.42.25,10.42.42.253,49157,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"49157  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13181,569.696865,10.42.42.253,10.42.42.25,36022,49155,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
13182,569.697004,10.42.42.25,10.42.42.253,500,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"500  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13183,569.898101,10.42.42.253,10.42.42.25,36022,49156,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  17 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
13184,569.898205,10.42.42.25,10.42.42.253,17,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"17  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13185,570.099244,10.42.42.253,10.42.42.25,36022,49156,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  6009 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
13186,570.09939,10.42.42.25,10.42.42.253,6009,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"6009  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13187,570.30039,10.42.42.253,10.42.42.25,36022,49156,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  16018 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
13188,570.300531,10.42.42.25,10.42.42.253,16018,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"16018  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13189,570.50164,10.42.42.253,10.42.42.25,36022,49157,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  32775 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
13190,570.501766,10.42.42.25,10.42.42.253,32775,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"32775  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
13191,570.702756,10.42.42.253,10.42.42.25,36022,49157,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36022  >  6007 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
13192,570.702861,10.42.42.25,10.42.42.253,6007,36022,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"6007  >  36022 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
